longitude,latitude,slope_degrees,elevation_m,event_datetime,temperature_2m_C,soil_temperature_level_1_C,soil_temperature_level_2_C,precip_hourly_mm,precip_3h_mm,precip_1d_mm,precip_3d_mm,landslide
13.5114,43.6263,3.179806387751051,3.244368076324463,1966-09-19 18:00:00,19.170980000000043,19.054160000000024,19.983360000000005,0.0109672549999999,0.0713253400000089,32.24294561399999,111.9761610189,0
13.5114,43.6263,3.179806387751051,3.244368076324463,2024-09-20 06:00:00,17.318660000000023,17.77236000000005,18.841240000000028,0.2540201,1.177199200000009,44.27735869999999,103.04350221,0
13.5114,43.6263,3.179806387751051,3.244368076324463,1955-09-13 14:00:00,20.70205000000004,20.827260000000024,20.6044,0.22455305,3.914780950000007,86.90423562,97.833638261721,0
13.5114,43.6263,3.179806387751051,3.244368076324463,1976-08-19 19:00:00,17.685270000000003,17.607000000000028,18.836450000000013,1.0789335,2.8398037000000143,61.08514973999999,95.5944367555,0
13.5114,43.6263,3.179806387751051,3.244368076324463,1982-12-02 06:00:00,12.296400000000006,12.028999999999996,12.372370000000046,0.94509125,2.621706550000015,35.87466847999999,93.99436412,0
7.2325,43.7276,35.79811640740093,226.46482849121094,1957-12-14 00:00:00,8.136870000000044,7.567650000000015,8.277919999999995,0.025632791,0.2650208810000017,14.901694800278005,178.032321672278,0
7.2325,43.7276,35.79811640740093,226.46482849121094,2011-11-06 09:00:00,13.76690000000002,13.604520000000036,13.972530000000006,1.3531893,9.949494,85.97607163,172.597322669,0
7.2325,43.7276,35.79811640740093,226.46482849121094,2000-10-15 10:00:00,15.738980000000026,16.21923000000004,16.479330000000004,3.885582,16.3581074,74.85531615000001,154.10380529824,0
7.2325,43.7276,35.79811640740093,226.46482849121094,1958-12-22 03:00:00,7.668100000000038,5.498900000000049,7.242940000000033,0.2188608,0.3615319670000053,14.128524806,150.609496506,0
7.2325,43.7276,35.79811640740093,226.46482849121094,2019-11-24 11:00:00,11.57310000000001,10.610220000000028,10.721030000000042,0.7491559,3.542557299999997,65.58050221,149.565949896,0
7.2412,43.8214,17.831099324149818,305.651611328125,2011-11-06 10:00:00,11.924950000000024,11.867639999999994,12.01266000000004,0.596337,5.901317999999998,77.10546604000001,167.01395036,0
7.2412,43.8214,17.831099324149818,305.651611328125,1957-12-14 00:00:00,4.375150000000019,4.282500000000027,5.666600000000017,0.030162744,0.2153255070000017,14.797550658578,163.631019688578,0
7.2412,43.8214,17.831099324149818,305.651611328125,1958-12-22 02:00:00,4.167470000000037,3.6049000000000433,5.28982000000002,0.054494478,0.1498460760000035,12.865226794999998,143.114930185,0
7.2412,43.8214,17.831099324149818,305.651611328125,2000-10-15 13:00:00,13.100180000000025,14.425200000000018,14.64285000000001,3.6459416,8.276998999999996,76.22623784,139.237831467725,0
7.2412,43.8214,17.831099324149818,305.651611328125,2010-11-02 16:00:00,12.17470000000003,11.31740000000002,10.69485000000003,0.16133487,0.8477419699999986,13.910534872,138.707436812,0
7.829,43.862,18.939729968041476,179.32867431640625,2016-11-25 04:00:00,9.605950000000009,10.321920000000034,11.162959999999998,1.8885657,14.921061299999982,166.9410277,215.7112859,0
7.829,43.862,18.939729968041476,179.32867431640625,1957-12-14 00:00:00,6.414200000000051,6.311800000000005,6.836500000000001,0.028865412,0.0890512020000013,21.5001366080063,169.1985237300063,0
